exercise_id,exercise_name_de,equipment_id,equipment_name_de,is_primary_equipment,requirement_order,default_available,selection_group
EX000061,Pinch-Plate Carry,PLATES,Hantelscheiben,True,1,False,Langhantel
EX000062,Rack Carry mit zwei Kurzhanteln,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000063,Rückwärts Farmer's Walk,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000064,Sandsack Carry auf einer Schulter,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000065,Sandsack Carry im Front Rack,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000066,Sandsack Zercher Carry,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000067,Suitcase Carry mit Kettlebell,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000068,Suitcase Carry mit Kurzhantel,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000069,Suitcase March auf der Stelle,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000070,Trap-Bar Suitcase Carry,TRAP_BAR,Trap-/Hex-Bar,True,1,False,Spezialhanteln
EX000070,Trap-Bar Suitcase Carry,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000071,Treppen-Carry mit Kurzhanteln,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000071,Treppen-Carry mit Kurzhanteln,STAIR_CLIMBER,Stair Climber/Stepper,False,2,False,Cardiogeräte
EX000072,Waiter's Walk mit Kurzhantel,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000073,Yoke Walk,YOKE,Yoke/Joch,True,1,False,Strongman/Functional
EX000073,Yoke Walk,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000074,Zercher Carry,BARBELL,Langhantel,True,1,False,Langhantel
EX000074,Zercher Carry,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000074,Zercher Carry,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000075,Battle Rope Alternating Waves,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000076,Battle Rope Circles,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000077,Battle Rope Double Waves,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000078,Battle Rope Side-to-Side Slams,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000079,Battle Rope Slams,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000080,Battle Rope Waves im Ausfallschritt,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000081,Battle Rope Waves in der Kniebeuge,BATTLE_ROPE,Battle Ropes,True,1,False,Strongman/Functional
EX000082,Bear Crawl rückwärts,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000082,Bear Crawl rückwärts,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000083,Bear Crawl seitwärts,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000083,Bear Crawl seitwärts,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000084,Bear Crawl vorwärts,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000084,Bear Crawl vorwärts,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000085,Crab Walk rückwärts,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000085,Crab Walk rückwärts,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000086,Crab Walk vorwärts,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000086,Crab Walk vorwärts,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000087,Crossovers mit Springseil,JUMP_ROPE,Springseil,True,1,False,Cardiogeräte
EX000088,Double Unders,JUMP_ROPE,Springseil,True,1,False,Cardiogeräte
EX000089,Duck Walk,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000089,Duck Walk,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000090,Inchworm Walkout,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000090,Inchworm Walkout,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000091,Reifen kippen,TIRE,Trainingsreifen,True,1,False,Strongman/Functional
EX000092,Reifen mit Vorschlaghammer schlagen,TIRE,Trainingsreifen,True,1,False,Strongman/Functional
EX000092,Reifen mit Vorschlaghammer schlagen,SLEDGEHAMMER,Vorschlaghammer,False,2,False,Strongman/Functional
EX000093,Reifen seitlich mit Vorschlaghammer schlagen,TIRE,Trainingsreifen,True,1,False,Strongman/Functional
EX000093,Reifen seitlich mit Vorschlaghammer schlagen,SLEDGEHAMMER,Vorschlaghammer,False,2,False,Strongman/Functional
EX000094,Robbenkriechen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000094,Robbenkriechen,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000095,Sandsack-Drag rückwärts,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000096,Sandsack-Drag vorwärts,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000097,Schlitten drücken und rückwärts ziehen,SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000097,Schlitten drücken und rückwärts ziehen,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000098,Schlitten mit Seil zu sich ziehen,SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000098,Schlitten mit Seil zu sich ziehen,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000098,Schlitten mit Seil zu sich ziehen,ROPE,Kletterseil,False,3,False,Strongman/Functional
EX000099,Schlitten rückwärts ziehen,SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000099,Schlitten rückwärts ziehen,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000100,"Schlitten schieben, hohe Griffe",SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000100,"Schlitten schieben, hohe Griffe",PLATES,Hantelscheiben,False,2,False,Langhantel
EX000101,"Schlitten schieben, tiefe Griffe",SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000101,"Schlitten schieben, tiefe Griffe",PLATES,Hantelscheiben,False,2,False,Langhantel
EX000102,Schlitten seitwärts ziehen,SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000102,Schlitten seitwärts ziehen,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000103,Schlitten vorwärts ziehen,SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000103,Schlitten vorwärts ziehen,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000104,Schlitten-Sprint,SLED,Gewichtsschlitten,True,1,False,Strongman/Functional
EX000104,Schlitten-Sprint,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000105,Seilklettern mit Beineinsatz,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000105,Seilklettern mit Beineinsatz,ROPE,Kletterseil,True,2,False,Strongman/Functional
EX000106,Seilklettern ohne Beineinsatz,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000106,Seilklettern ohne Beineinsatz,ROPE,Kletterseil,True,2,False,Strongman/Functional
EX000107,Seilspringen alternierend,JUMP_ROPE,Springseil,True,1,False,Cardiogeräte
EX000108,Seilspringen mit hohen Knien,JUMP_ROPE,Springseil,True,1,False,Cardiogeräte
EX000109,"Seilspringen, Grundsprung",JUMP_ROPE,Springseil,True,1,False,Cardiogeräte
EX000110,Renegade Row mit Liegestütz,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000110,Renegade Row mit Liegestütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000111,Butterfly Pull-Up,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000111,Butterfly Pull-Up,PULLUP_BAR,Klimmzugstange,True,2,False,Klimmzugstange
EX000112,Kipping Pull-Up,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000112,Kipping Pull-Up,PULLUP_BAR,Klimmzugstange,True,2,False,Klimmzugstange
EX000113,Handstandhalten an der Wand,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000113,Handstandhalten an der Wand,WALL,Wand,True,2,True,Kein Equipment
EX000113,Handstandhalten an der Wand,FLOOR,Freie Bodenfläche,False,3,True,Kein Equipment
EX000114,90-90-Beinabsenken,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000114,90-90-Beinabsenken,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000115,Alternierendes Beinabsenken in Rückenlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000115,Alternierendes Beinabsenken in Rückenlage,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000116,Beidbeiniges Beinabsenken in Rückenlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000116,Beidbeiniges Beinabsenken in Rückenlage,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000117,Bird Dog mit Knie-Ellenbogen-Kontakt,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000117,Bird Dog mit Knie-Ellenbogen-Kontakt,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000118,Bird Dog mit Widerstandsband,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000118,Bird Dog mit Widerstandsband,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000118,Bird Dog mit Widerstandsband,BAND,Langes Widerstandsband,True,3,False,Widerstandsbänder
EX000119,Bird Dog nur Armheben,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000119,Bird Dog nur Armheben,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000120,Bird Dog nur Beinheben,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000120,Bird Dog nur Beinheben,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000121,Bird Dog Plank auf der Bank,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000121,Bird Dog Plank auf der Bank,BENCH,Flachbank,True,2,False,Trainingsbank
EX000122,Bird Dog Row am Kabelzug,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000122,Bird Dog Row am Kabelzug,BENCH,Flachbank,True,2,False,Trainingsbank
EX000122,Bird Dog Row am Kabelzug,CABLE,Einfacher Kabelzug,False,3,False,Kabelzug
EX000123,Bird Dog Row mit Kurzhantel,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000123,Bird Dog Row mit Kurzhantel,BENCH,Flachbank,True,2,False,Trainingsbank
EX000123,Bird Dog Row mit Kurzhantel,DUMBBELL,Kurzhantel(n),False,3,False,Kurzhanteln
EX000124,"Bird Dog, Grundform",BODY,Körpergewicht,True,1,True,Kein Equipment
EX000124,"Bird Dog, Grundform",MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000125,Dead Bug mit Armen über Kopf,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000125,Dead Bug mit Armen über Kopf,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000126,Dead Bug mit Fersentippen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000126,Dead Bug mit Fersentippen,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000127,Dead Bug mit gestreckten Beinen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000127,Dead Bug mit gestreckten Beinen,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000128,Dead Bug mit Gymnastikball,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000128,Dead Bug mit Gymnastikball,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000128,Dead Bug mit Gymnastikball,SWISS_BALL,Gymnastikball/Swiss Ball,True,3,False,Kleinzubehör
EX000129,Dead Bug mit isometrischem Oberschenkeldruck,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000129,Dead Bug mit isometrischem Oberschenkeldruck,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000130,Dead Bug mit Kabel-Pulldown,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000130,Dead Bug mit Kabel-Pulldown,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000130,Dead Bug mit Kabel-Pulldown,CABLE,Einfacher Kabelzug,True,3,False,Kabelzug
EX000131,Dead Bug mit Kurzhantel,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000131,Dead Bug mit Kurzhantel,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000131,Dead Bug mit Kurzhantel,DUMBBELL,Kurzhantel(n),True,3,False,Kurzhanteln
EX000132,Dead Bug mit Miniband um die Füsse,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000132,Dead Bug mit Miniband um die Füsse,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000132,Dead Bug mit Miniband um die Füsse,MINIBAND,Miniband/Loop-Band,True,3,False,Widerstandsbänder
EX000133,Dead Bug mit Widerstandsband-Pulldown,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000133,Dead Bug mit Widerstandsband-Pulldown,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000133,Dead Bug mit Widerstandsband-Pulldown,BAND,Langes Widerstandsband,True,3,False,Widerstandsbänder
EX000134,"Dead Bug, Grundform",BODY,Körpergewicht,True,1,True,Kein Equipment
EX000134,"Dead Bug, Grundform",MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000135,Käfer-Crunch diagonal,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000135,Käfer-Crunch diagonal,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000136,Quadruped Hover,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000136,Quadruped Hover,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000137,Quadruped Hover mit Schultertippen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000137,Quadruped Hover mit Schultertippen,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000138,Quadruped Hover mit Vorwärts-Rückwärtsbewegung,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000138,Quadruped Hover mit Vorwärts-Rückwärtsbewegung,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000139,Dynamischer Copenhagen Plank,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000139,Dynamischer Copenhagen Plank,BENCH,Flachbank,True,2,False,Trainingsbank
EX000139,Dynamischer Copenhagen Plank,FLOOR,Freie Bodenfläche,False,3,True,Kein Equipment
EX000140,Bear Plank,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000140,Bear Plank,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000141,Bear Plank mit Knieheben,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000141,Bear Plank mit Knieheben,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000142,Bear Plank mit Schultertippen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000142,Bear Plank mit Schultertippen,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000143,Body Saw auf Handtüchern,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000143,Body Saw auf Handtüchern,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000143,Body Saw auf Handtüchern,TOWEL,Handtuch,True,3,False,Kleingeräte
EX000144,Body Saw im Schlingentrainer,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000144,Body Saw im Schlingentrainer,TRX,Schlingentrainer/TRX,True,2,False,TRX/Schlingentrainer
EX000145,Body Saw mit Slidern,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000145,Body Saw mit Slidern,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000145,Body Saw mit Slidern,SLIDERS,Gleitpads/Slider,True,3,False,Kleinzubehör
EX000146,Cross-Body Mountain Climber,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000146,Cross-Body Mountain Climber,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000147,Hoher Plank,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000147,Hoher Plank,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000148,Hoher Plank im Schlingentrainer,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000148,Hoher Plank im Schlingentrainer,TRX,Schlingentrainer/TRX,True,2,False,TRX/Schlingentrainer
EX000149,Kettlebell Renegade Row,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000149,Kettlebell Renegade Row,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000150,Langer Hebel-Unterarmstütz,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000150,Langer Hebel-Unterarmstütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000151,Mountain Climber im Schlingentrainer,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000151,Mountain Climber im Schlingentrainer,TRX,Schlingentrainer/TRX,True,2,False,TRX/Schlingentrainer
EX000152,Mountain Climber langsam,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000152,Mountain Climber langsam,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000153,Mountain Climber mit Slidern,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000153,Mountain Climber mit Slidern,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000153,Mountain Climber mit Slidern,SLIDERS,Gleitpads/Slider,True,3,False,Kleinzubehör
EX000154,Mountain Climber schnell,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000154,Mountain Climber schnell,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000155,Plank auf einem Arm,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000155,Plank auf einem Arm,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000156,Plank auf einem Bein,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000156,Plank auf einem Bein,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000157,Plank Jack,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000157,Plank Jack,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000158,Plank Kreisbewegung auf dem Gymnastikball,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000158,Plank Kreisbewegung auf dem Gymnastikball,SWISS_BALL,Gymnastikball/Swiss Ball,True,2,False,Kleinzubehör
EX000159,Plank mit Beinheben,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000159,Plank mit Beinheben,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000160,Plank mit gegenüberliegendem Arm- und Beinheben,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000160,Plank mit gegenüberliegendem Arm- und Beinheben,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000161,Plank mit Hantelscheiben-Zug,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000161,Plank mit Hantelscheiben-Zug,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000161,Plank mit Hantelscheiben-Zug,PLATES,Hantelscheiben,True,3,False,Langhantel
EX000162,Plank mit Knieheben,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000162,Plank mit Knieheben,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000163,Plank mit Kurzhantel-Zug,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000163,Plank mit Kurzhantel-Zug,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000163,Plank mit Kurzhantel-Zug,DUMBBELL,Kurzhantel(n),True,3,False,Kurzhanteln
EX000164,Plank mit langsamem Schultertippen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000164,Plank mit langsamem Schultertippen,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000165,Plank mit Schultertippen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000165,Plank mit Schultertippen,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000166,Plank mit seitlichem Schritt,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000166,Plank mit seitlichem Schritt,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000167,Plank Walk-up,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000167,Plank Walk-up,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000168,Renegade Row,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000168,Renegade Row,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000169,Ring-Plank,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000169,Ring-Plank,RINGS,Turnringe,True,2,False,Turnringe
EX000170,Stir the Pot auf dem Gymnastikball,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000170,Stir the Pot auf dem Gymnastikball,SWISS_BALL,Gymnastikball/Swiss Ball,True,2,False,Kleinzubehör
EX000171,Unterarmstütz,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000171,Unterarmstütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
